,R_hat
"prob_correct[7,21]",1.00028
"y_rep[181,2]",1.00028
"y_rep[192,17]",1.00028
"eta[18,24]",1.00028
"eta[165,3]",1.00028
"prob_correct[156,27]",1.00028
"eta[183,27]",1.00028
"prob_correct[200,20]",1.00028
"eta[152,7]",1.00028
"prob_correct[18,24]",1.00028
"y_rep[34,20]",1.00028
"y_rep[198,5]",1.00028
"eta[152,13]",1.00028
"eta[16,23]",1.00028
"eta[1,8]",1.00028
"prob_correct[161,10]",1.00028
"y_rep[184,1]",1.00028
"eta[39,16]",1.00028
"eta[89,6]",1.00028
"eta[134,4]",1.00028
"prob_correct[55,2]",1.00028
"eta[121,17]",1.00028
"prob_correct[187,24]",1.00028
"eta[110,27]",1.00028
"prob_correct[171,28]",1.00028
"eta[60,23]",1.00028
"prob_correct[56,15]",1.00028
"prob_correct[102,28]",1.00028
"prob_correct[103,2]",1.00028
"eta[173,27]",1.00028
"eta[108,24]",1.00028
"prob_correct[183,27]",1.00028
"eta[56,15]",1.00028
"eta[55,2]",1.00028
"eta[54,11]",1.00028
"prob_correct[60,23]",1.00028
"eta[114,1]",1.00028
"y_rep[76,10]",1.00028
"prob_correct[46,24]",1.00028
"prob_correct[54,11]",1.00028
"eta[125,15]",1.00028
"prob_correct[87,23]",1.00028
"prob_correct[53,21]",1.00028
"prob_correct[52,8]",1.00028
"prob_correct[52,7]",1.00028
"prob_correct[186,10]",1.00028
"prob_correct[91,10]",1.00028
"prob_correct[92,11]",1.00028
"prob_correct[92,14]",1.00028
"y_rep[83,8]",1.00028
"prob_correct[49,12]",1.00028
"prob_correct[173,27]",1.00028
"prob_correct[49,5]",1.00028
"eta[119,8]",1.00028
"prob_correct[48,2]",1.00028
"eta[66,16]",1.00028
"eta[120,8]",1.00028
"eta[65,20]",1.00028
"y_rep[81,12]",1.00028
"eta[53,21]",1.00028
"eta[81,5]",1.00028
"prob_correct[43,2]",1.00028
"prob_correct[66,16]",1.00028
"prob_correct[114,1]",1.00028
"prob_correct[39,28]",1.00028
"prob_correct[182,8]",1.00028
"prob_correct[39,16]",1.00028
"eta[43,2]",1.00028
"eta[42,24]",1.00028
"prob_correct[65,20]",1.00028
"eta[87,23]",1.00028
"y_rep[117,5]",1.00028
"eta[92,14]",1.00028
"eta[42,6]",1.00028
"y_rep[68,8]",1.00028
"eta[192,9]",1.00028
"eta[39,28]",1.00028
"eta[91,10]",1.00028
"eta[92,11]",1.00028
"eta[46,24]",1.00028
"prob_correct[89,6]",1.00028
"y_rep[117,16]",1.00028
"prob_correct[110,27]",1.00028
"eta[52,8]",1.00028
"eta[52,7]",1.00028
"prob_correct[108,24]",1.00028
"prob_correct[42,24]",1.00028
"eta[49,12]",1.00028
"eta[49,5]",1.00028
"eta[126,12]",1.00028
"prob_correct[42,6]",1.00028
"prob_correct[81,5]",1.00028
"eta[103,2]",1.00028
"eta[102,28]",1.00028
"eta[48,2]",1.00028
"prob_correct[149,12]",1.00027
"prob_correct[62,6]",1.00027
"prob_correct[54,12]",1.00027
"prob_correct[197,20]",1.00027
"prob_correct[70,27]",1.00027
"prob_correct[6,20]",1.00027
"prob_correct[149,27]",1.00027
"prob_correct[9,12]",1.00027
"prob_correct[74,9]",1.00027
"eta[197,20]",1.00027
"prob_correct[200,11]",1.00027
"prob_correct[64,11]",1.00027
"prob_correct[149,1]",1.00027
"prob_correct[156,15]",1.00027
"prob_correct[86,13]",1.00027
"prob_correct[138,22]",1.00027
"eta[188,3]",1.00027
"prob_correct[129,20]",1.00027
"prob_correct[163,25]",1.00027
"prob_correct[111,9]",1.00027
"eta[193,8]",1.00027
"prob_correct[189,20]",1.00027
"prob_correct[164,6]",1.00027
"prob_correct[115,8]",1.00027
"prob_correct[115,22]",1.00027
"prob_correct[124,13]",1.00027
"prob_correct[115,25]",1.00027
"eta[200,11]",1.00027
"prob_correct[32,11]",1.00027
"prob_correct[32,28]",1.00027
"prob_correct[116,23]",1.00027
"prob_correct[119,2]",1.00027
"prob_correct[34,20]",1.00027
"prob_correct[193,8]",1.00027
"prob_correct[106,7]",1.00027
"prob_correct[17,2]",1.00027
"prob_correct[25,8]",1.00027
"prob_correct[140,3]",1.00027
"prob_correct[160,28]",1.00027
"prob_correct[139,20]",1.00027
"prob_correct[96,26]",1.00027
"prob_correct[46,20]",1.00027
"prob_correct[35,5]",1.00027
"prob_correct[98,1]",1.00027
"prob_correct[188,3]",1.00027
"prob_correct[137,10]",1.00027
"prob_correct[136,26]",1.00027
"eta[189,20]",1.00027
"prob_correct[103,15]",1.00027
"prob_correct[105,25]",1.00027
"prob_correct[22,6]",1.00027
"y_rep[3,5]",1.00027
"prob_correct[72,9]",1.00027
"prob_correct[156,11]",1.00027
"eta[156,15]",1.00027
"eta[111,9]",1.00027
"y_rep[170,5]",1.00027
"eta[137,10]",1.00027
"eta[64,11]",1.00027
"eta[74,9]",1.00027
"eta[9,12]",1.00027
"eta[106,7]",1.00027
"eta[34,20]",1.00027
"eta[22,6]",1.00027
"eta[103,15]",1.00027
"eta[136,26]",1.00027
"y_rep[184,5]",1.00027
"eta[86,13]",1.00027
"y_rep[56,16]",1.00027
"eta[116,23]",1.00027
"eta[160,28]",1.00027
"eta[32,11]",1.00027
"y_rep[126,16]",1.00027
"y_rep[145,10]",1.00027
"y_rep[42,5]",1.00027
"y_rep[83,23]",1.00027
"eta[124,13]",1.00027
"y_rep[107,16]",1.00027
"eta[129,20]",1.00027
"y_rep[173,3]",1.00027
"y_rep[118,4]",1.00027
"eta[6,20]",1.00027
"y_rep[112,11]",1.00027
"eta[156,11]",1.00027
"eta[139,20]",1.00027
"eta[140,3]",1.00027
"eta[115,8]",1.00027
"eta[96,26]",1.00027
"eta[138,22]",1.00027
"eta[35,5]",1.00027
"eta[46,20]",1.00027
"y_rep[198,4]",1.00027
"eta[98,1]",1.00027
"eta[105,25]",1.00027
"eta[115,22]",1.00027
"eta[115,25]",1.00027
"eta[17,2]",1.00027
"y_rep[58,7]",1.00027
"y_rep[58,4]",1.00027
"y_rep[111,24]",1.00027
"eta[62,6]",1.00027
"eta[54,12]",1.00027
"eta[70,27]",1.00027
"y_rep[38,7]",1.00027
"y_rep[124,6]",1.00027
"y_rep[40,14]",1.00027
"eta[164,6]",1.00027
"eta[32,28]",1.00027
"eta[119,2]",1.00027
"y_rep[124,5]",1.00027
"eta[25,8]",1.00027
"y_rep[147,21]",1.00027
"y_rep[165,7]",1.00027
"y_rep[56,1]",1.00027
a[5],1.00027
"eta[149,1]",1.00027
"eta[149,27]",1.00027
"y_rep[101,14]",1.00027
"y_rep[68,2]",1.00027
"eta[72,9]",1.00027
"eta[149,12]",1.00027
"y_rep[41,2]",1.00027
"eta[163,25]",1.00027
"y_rep[158,20]",1.00027
a[2],1.00026
"eta[149,4]",1.00026
"prob_correct[176,21]",1.00026
"eta[154,27]",1.00026
"y_rep[98,15]",1.00026
"eta[2,15]",1.00026
"eta[176,21]",1.00026
"prob_correct[118,23]",1.00026
"prob_correct[104,16]",1.00026
"y_rep[138,15]",1.00026
"prob_correct[149,4]",1.00026
"y_rep[132,25]",1.00026
"eta[61,2]",1.00026
"prob_correct[167,22]",1.00026
"prob_correct[81,21]",1.00026
"eta[18,17]",1.00026
"prob_correct[1,14]",1.00026
"prob_correct[176,11]",1.00026
"eta[104,16]",1.00026
"prob_correct[179,7]",1.00026
"eta[27,20]",1.00026
"prob_correct[74,22]",1.00026
"y_rep[123,21]",1.00026
"eta[60,7]",1.00026
"prob_correct[179,18]",1.00026
"prob_correct[138,20]",1.00026
"prob_correct[179,15]",1.00026
"eta[154,9]",1.00026
"prob_correct[119,22]",1.00026
"prob_correct[18,17]",1.00026
"eta[63,8]",1.00026
"prob_correct[27,20]",1.00026
"prob_correct[179,20]",1.00026
"prob_correct[61,2]",1.00026
"eta[179,20]",1.00026
"eta[118,23]",1.00026
a[3],1.00026
"eta[180,5]",1.00026
"eta[42,1]",1.00026
"prob_correct[50,7]",1.00026
"prob_correct[65,28]",1.00026
"eta[152,6]",1.00026
"prob_correct[63,8]",1.00026
"eta[179,18]",1.00026
"y_rep[24,8]",1.00026
"eta[153,22]",1.00026
"eta[179,15]",1.00026
"prob_correct[153,22]",1.00026
"eta[179,7]",1.00026
"eta[81,21]",1.00026
"eta[79,7]",1.00026
"prob_correct[28,13]",1.00026
"eta[197,12]",1.00026
"eta[143,12]",1.00026
"eta[119,22]",1.00026
"eta[173,16]",1.00026
"y_rep[136,23]",1.00026
"prob_correct[45,13]",1.00026
"prob_correct[86,27]",1.00026
"prob_correct[66,27]",1.00026
"eta[153,3]",1.00026
"eta[176,11]",1.00026
"eta[65,28]",1.00026
"eta[168,23]",1.00026
"y_rep[89,8]",1.00026
"prob_correct[189,7]",1.00026
"eta[1,14]",1.00026
"eta[169,7]",1.00026
"eta[50,7]",1.00026
theta[180],1.00026
"eta[110,20]",1.00026
"eta[70,17]",1.00026
"eta[12,3]",1.00026
"prob_correct[60,7]",1.00026
"prob_correct[180,5]",1.00026
"prob_correct[153,3]",1.00026
"eta[137,16]",1.00026
"prob_correct[169,7]",1.00026
"prob_correct[160,6]",1.00026
"eta[28,13]",1.00026
"prob_correct[173,16]",1.00026
"prob_correct[143,12]",1.00026
"prob_correct[152,6]",1.00026
"y_rep[70,21]",1.00026
"y_rep[148,21]",1.00026
"prob_correct[79,7]",1.00026
"y_rep[19,8]",1.00026
"y_rep[72,24]",1.00026
"eta[160,6]",1.00026
"eta[189,7]",1.00026
"y_rep[63,21]",1.00026
"prob_correct[190,24]",1.00026
"eta[167,22]",1.00026
"prob_correct[32,26]",1.00026
"prob_correct[70,17]",1.00026
"y_rep[74,14]",1.00026
"prob_correct[154,27]",1.00026
"prob_correct[2,15]",1.00026
"eta[45,13]",1.00026
"y_rep[192,3]",1.00026
"prob_correct[197,12]",1.00026
"y_rep[15,28]",1.00026
"prob_correct[168,23]",1.00026
"prob_correct[108,18]",1.00026
"prob_correct[42,1]",1.00026
"eta[86,27]",1.00026
"prob_correct[154,9]",1.00026
"eta[190,24]",1.00026
"eta[74,22]",1.00026
"eta[138,20]",1.00026
"eta[32,26]",1.00026
"prob_correct[137,16]",1.00026
"y_rep[149,14]",1.00026
"prob_correct[110,20]",1.00026
"eta[108,18]",1.00026
"prob_correct[12,3]",1.00026
"eta[138,12]",1.00026
"eta[66,27]",1.00026
"prob_correct[138,12]",1.00026
"prob_correct[126,26]",1.00025
"eta[41,20]",1.00025
"eta[29,17]",1.00025
"prob_correct[56,14]",1.00025
"y_rep[37,8]",1.00025
"eta[150,24]",1.00025
"prob_correct[63,28]",1.00025
"y_rep[39,12]",1.00025
"y_rep[38,5]",1.00025
"prob_correct[57,18]",1.00025
"eta[78,18]",1.00025
"y_rep[81,14]",1.00025
"y_rep[101,6]",1.00025
"prob_correct[182,7]",1.00025
"prob_correct[64,23]",1.00025
"prob_correct[7,23]",1.00025
"y_rep[114,12]",1.00025
"prob_correct[131,3]",1.00025
"prob_correct[101,18]",1.00025
"eta[101,18]",1.00025
"prob_correct[78,18]",1.00025
"prob_correct[182,10]",1.00025
"eta[163,20]",1.00025
"prob_correct[9,3]",1.00025
"y_rep[178,27]",1.00025
"prob_correct[84,8]",1.00025
"eta[89,20]",1.00025
"eta[11,23]",1.00025
"prob_correct[127,12]",1.00025
"eta[88,11]",1.00025
"eta[174,27]",1.00025
"eta[56,2]",1.00025
"eta[72,12]",1.00025
"prob_correct[17,25]",1.00025
"y_rep[36,1]",1.00025
"eta[3,23]",1.00025
"prob_correct[17,18]",1.00025
"eta[154,10]",1.00025
"eta[56,14]",1.00025
"eta[154,13]",1.00025
"prob_correct[106,26]",1.00025
"prob_correct[160,1]",1.00025
"eta[52,25]",1.00025
"prob_correct[183,14]",1.00025
"eta[55,27]",1.00025
"prob_correct[154,13]",1.00025
"prob_correct[154,10]",1.00025
"eta[53,12]",1.00025
"prob_correct[154,8]",1.00025
"prob_correct[105,2]",1.00025
"y_rep[2,4]",1.00025
"prob_correct[53,12]",1.00025
"prob_correct[143,20]",1.00025
"eta[105,2]",1.00025
"prob_correct[3,23]",1.00025
"eta[154,8]",1.00025
"y_rep[48,12]",1.00025
"prob_correct[52,25]",1.00025
"prob_correct[56,2]",1.00025
"prob_correct[10,21]",1.00025
"prob_correct[55,27]",1.00025
"prob_correct[62,26]",1.00025
"prob_correct[135,18]",1.00025
"eta[106,26]",1.00025
"eta[7,23]",1.00025
theta[164],1.00025
"eta[10,21]",1.00025
"y_rep[47,8]",1.00025
"prob_correct[11,23]",1.00025
"y_rep[85,8]",1.00025
"eta[57,18]",1.00025
"prob_correct[150,24]",1.00025
"eta[47,1]",1.00025
"eta[43,6]",1.00025
"eta[160,1]",1.00025
"eta[103,23]",1.00025
"prob_correct[60,1]",1.00025
"prob_correct[18,7]",1.00025
"eta[84,8]",1.00025
"prob_correct[103,23]",1.00025
"eta[60,1]",1.00025
"y_rep[93,14]",1.00025
"eta[182,7]",1.00025
"eta[123,16]",1.00025
"prob_correct[88,11]",1.00025
"y_rep[176,14]",1.00025
"eta[127,12]",1.00025
"eta[62,26]",1.00025
"prob_correct[72,12]",1.00025
"y_rep[14,11]",1.00025
"prob_correct[145,23]",1.00025
"eta[136,27]",1.00025
"eta[9,3]",1.00025
"prob_correct[187,27]",1.00025
"eta[188,26]",1.00025
"prob_correct[27,1]",1.00025
"eta[27,1]",1.00025
theta[56],1.00025
"eta[135,18]",1.00025
"prob_correct[65,22]",1.00025
"prob_correct[35,12]",1.00025
"eta[145,23]",1.00025
"eta[180,16]",1.00025
"eta[18,7]",1.00025
"eta[183,14]",1.00025
"eta[63,28]",1.00025
"prob_correct[43,6]",1.00025
"eta[64,23]",1.00025
"prob_correct[47,1]",1.00025
"prob_correct[179,22]",1.00025
"eta[182,10]",1.00025
"eta[65,22]",1.00025
"prob_correct[31,22]",1.00025
"prob_correct[136,27]",1.00025
"prob_correct[29,17]",1.00025
"eta[126,26]",1.00025
"eta[36,24]",1.00025
"eta[35,12]",1.00025
"eta[17,25]",1.00025
"eta[31,22]",1.00025
"eta[143,20]",1.00025
"prob_correct[163,20]",1.00025
"prob_correct[41,20]",1.00025
"eta[179,22]",1.00025
"prob_correct[188,26]",1.00025
"eta[131,3]",1.00025
"prob_correct[180,16]",1.00025
"prob_correct[36,24]",1.00025
"y_rep[104,25]",1.00025
"eta[99,28]",1.00025
"y_rep[157,20]",1.00025
"eta[17,18]",1.00025
"eta[187,27]",1.00025
"y_rep[69,14]",1.00025
"prob_correct[99,28]",1.00025
"prob_correct[174,27]",1.00025
"prob_correct[123,16]",1.00025
"prob_correct[89,20]",1.00025
"prob_correct[106,20]",1.00024
"eta[50,8]",1.00024
"prob_correct[145,21]",1.00024
"eta[138,28]",1.00024
"prob_correct[169,28]",1.00024
"eta[109,20]",1.00024
"eta[158,27]",1.00024
"eta[163,23]",1.00024
"eta[191,1]",1.00024
"prob_correct[111,1]",1.00024
"prob_correct[174,16]",1.00024
"eta[130,21]",1.00024
"prob_correct[68,15]",1.00024
"prob_correct[123,24]",1.00024
"prob_correct[158,27]",1.00024
"prob_correct[60,10]",1.00024
"y_rep[103,15]",1.00024
"y_rep[143,25]",1.00024
"y_rep[21,22]",1.00024
"prob_correct[42,5]",1.00024
"prob_correct[76,15]",1.00024
"eta[36,16]",1.00024
"eta[155,24]",1.00024
"y_rep[2,7]",1.00024
"eta[54,28]",1.00024
"prob_correct[114,11]",1.00024
"eta[65,12]",1.00024
"eta[82,14]",1.00024
"prob_correct[124,17]",1.00024
"y_rep[1,20]",1.00024
"y_rep[62,22]",1.00024
"eta[114,11]",1.00024
"y_rep[161,25]",1.00024
"prob_correct[7,24]",1.00024
"eta[126,23]",1.00024
"eta[23,25]",1.00024
"y_rep[34,16]",1.00024
"prob_correct[78,23]",1.00024
"y_rep[93,28]",1.00024
"eta[164,1]",1.00024
"y_rep[106,4]",1.00024
"prob_correct[164,1]",1.00024
"prob_correct[111,8]",1.00024
"eta[112,1]",1.00024
"prob_correct[58,3]",1.00024
"prob_correct[112,1]",1.00024
"prob_correct[137,11]",1.00024
"eta[51,26]",1.00024
"prob_correct[126,23]",1.00024
"prob_correct[36,16]",1.00024
"prob_correct[191,1]",1.00024
"eta[135,17]",1.00024
"y_rep[112,22]",1.00024
"y_rep[164,24]",1.00024
"eta[86,8]",1.00024
"eta[20,20]",1.00024
"prob_correct[58,17]",1.00024
"eta[73,9]",1.00024
"y_rep[149,26]",1.00024
"eta[51,16]",1.00024
"prob_correct[10,18]",1.00024
"prob_correct[58,22]",1.00024
"prob_correct[10,17]",1.00024
"prob_correct[183,26]",1.00024
"prob_correct[5,24]",1.00024
"eta[84,18]",1.00024
"eta[12,19]",1.00024
"y_rep[95,12]",1.00024
"eta[106,20]",1.00024
"prob_correct[178,7]",1.00024
"y_rep[37,1]",1.00024
"prob_correct[155,24]",1.00024
"y_rep[199,5]",1.00024
"prob_correct[123,21]",1.00024
"prob_correct[111,10]",1.00024
"eta[169,28]",1.00024
"eta[137,11]",1.00024
"eta[183,26]",1.00024
"prob_correct[54,28]",1.00024
"prob_correct[68,28]",1.00024
"eta[25,23]",1.00024
"eta[68,15]",1.00024
"eta[111,10]",1.00024
"prob_correct[4,12]",1.00024
"prob_correct[148,23]",1.00024
"prob_correct[154,15]",1.00024
"prob_correct[109,20]",1.00024
"eta[111,8]",1.00024
"eta[111,1]",1.00024
"prob_correct[192,20]",1.00024
"eta[68,28]",1.00024
"prob_correct[12,19]",1.00024
"eta[42,28]",1.00024
"prob_correct[103,1]",1.00024
"y_rep[4,7]",1.00024
"eta[103,1]",1.00024
"eta[42,5]",1.00024
"eta[174,16]",1.00024
"eta[144,24]",1.00024
"y_rep[184,15]",1.00024
"prob_correct[19,12]",1.00024
"prob_correct[135,17]",1.00024
"prob_correct[65,8]",1.00024
"y_rep[26,2]",1.00024
"prob_correct[82,14]",1.00024
"prob_correct[64,13]",1.00024
"eta[123,21]",1.00024
"eta[63,3]",1.00024
"prob_correct[82,11]",1.00024
"y_rep[109,3]",1.00024
"eta[123,24]",1.00024
"prob_correct[97,24]",1.00024
"y_rep[56,28]",1.00024
"y_rep[153,13]",1.00024
"prob_correct[51,16]",1.00024
"eta[116,24]",1.00024
"prob_correct[65,12]",1.00024
"y_rep[158,3]",1.00024
"y_rep[47,27]",1.00024
"prob_correct[86,8]",1.00024
"eta[145,21]",1.00024
"prob_correct[25,23]",1.00024
"prob_correct[116,24]",1.00024
"eta[58,22]",1.00024
"y_rep[79,22]",1.00024
"eta[62,5]",1.00024
"y_rep[50,17]",1.00024
"eta[58,17]",1.00024
"eta[4,12]",1.00024
"eta[19,12]",1.00024
"eta[145,12]",1.00024
"prob_correct[20,20]",1.00024
"y_rep[175,28]",1.00024
"prob_correct[163,23]",1.00024
"eta[58,3]",1.00024
"eta[65,8]",1.00024
"prob_correct[50,8]",1.00024
"prob_correct[144,24]",1.00024
"prob_correct[63,3]",1.00024
"eta[76,15]",1.00024
"eta[64,13]",1.00024
"y_rep[177,6]",1.00024
"prob_correct[73,9]",1.00024
"eta[178,7]",1.00024
"prob_correct[145,12]",1.00024
"eta[100,15]",1.00024
"y_rep[10,20]",1.00024
"prob_correct[100,15]",1.00024
"eta[154,15]",1.00024
"prob_correct[51,26]",1.00024
"y_rep[59,2]",1.00024
"eta[78,23]",1.00024
"eta[104,1]",1.00024
"prob_correct[138,28]",1.00024
"eta[10,17]",1.00024
"prob_correct[104,1]",1.00024
"y_rep[137,22]",1.00024
"y_rep[54,2]",1.00024
"prob_correct[23,25]",1.00024
"y_rep[59,22]",1.00024
"eta[60,10]",1.00024
"prob_correct[42,28]",1.00024
"eta[7,24]",1.00024
"eta[97,24]",1.00024
"y_rep[32,28]",1.00024
"eta[82,11]",1.00024
"y_rep[27,19]",1.00024
"eta[5,24]",1.00024
"eta[192,20]",1.00024
"eta[10,18]",1.00024
"prob_correct[84,18]",1.00024
"prob_correct[62,5]",1.00024
"y_rep[10,7]",1.00024
"eta[148,23]",1.00024
"prob_correct[130,21]",1.00024
"eta[124,17]",1.00024
"eta[12,4]",1.00023
"prob_correct[169,3]",1.00023
"eta[14,19]",1.00023
"prob_correct[36,8]",1.00023
"prob_correct[85,27]",1.00023
"y_rep[70,8]",1.00023
"prob_correct[23,11]",1.00023
"y_rep[81,11]",1.00023
"prob_correct[190,26]",1.00023
"y_rep[136,7]",1.00023
"eta[149,21]",1.00023
"eta[129,25]",1.00023
"eta[28,26]",1.00023
"prob_correct[79,13]",1.00023
"eta[59,8]",1.00023
"prob_correct[146,26]",1.00023
"eta[27,13]",1.00023
"eta[132,23]",1.00023
"prob_correct[38,2]",1.00023
"eta[163,14]",1.00023
"eta[146,26]",1.00023
"eta[163,15]",1.00023
"eta[71,27]",1.00023
"prob_correct[110,13]",1.00023
"prob_correct[57,1]",1.00023
"eta[121,24]",1.00023
"eta[132,14]",1.00023
"prob_correct[129,25]",1.00023
"prob_correct[163,15]",1.00023
"prob_correct[37,20]",1.00023
"eta[59,12]",1.00023
"eta[148,22]",1.00023
"eta[14,21]",1.00023
theta[167],1.00023
"prob_correct[198,23]",1.00023
"eta[65,9]",1.00023
"prob_correct[98,24]",1.00023
"y_rep[66,7]",1.00023
"eta[134,15]",1.00023
"prob_correct[28,26]",1.00023
"prob_correct[177,17]",1.00023
"prob_correct[192,5]",1.00023
"eta[112,28]",1.00023
"eta[113,2]",1.00023
"eta[74,15]",1.00023
"prob_correct[32,12]",1.00023
"eta[83,12]",1.00023
"eta[157,21]",1.00023
"prob_correct[94,26]",1.00023
"prob_correct[14,19]",1.00023
"prob_correct[14,21]",1.00023
"prob_correct[149,21]",1.00023
"eta[114,10]",1.00023
"eta[66,17]",1.00023
"prob_correct[106,2]",1.00023
"eta[124,24]",1.00023
"eta[114,23]",1.00023
"prob_correct[135,9]",1.00023
"prob_correct[52,16]",1.00023
"y_rep[74,20]",1.00023
"prob_correct[17,6]",1.00023
"prob_correct[104,9]",1.00023
"eta[126,18]",1.00023
"prob_correct[87,10]",1.00023
"prob_correct[170,11]",1.00023
"prob_correct[175,21]",1.00023
"prob_correct[44,28]",1.00023
"eta[57,1]",1.00023
"prob_correct[94,18]",1.00023
"prob_correct[34,24]",1.00023
"y_rep[71,15]",1.00023
"eta[79,13]",1.00023
"prob_correct[21,25]",1.00023
"eta[73,3]",1.00023
"y_rep[121,7]",1.00023
"eta[135,9]",1.00023
"prob_correct[21,17]",1.00023
"prob_correct[198,13]",1.00023
"prob_correct[83,12]",1.00023
"eta[73,12]",1.00023
"eta[58,11]",1.00023
"eta[145,14]",1.00023
"eta[4,13]",1.00023
"eta[52,16]",1.00023
"eta[110,13]",1.00023
"y_rep[91,16]",1.00023
"eta[17,6]",1.00023
"prob_correct[12,4]",1.00023
"prob_correct[163,14]",1.00023
"prob_correct[103,3]",1.00023
"prob_correct[33,19]",1.00023
"prob_correct[107,9]",1.00023
"prob_correct[98,13]",1.00023
"prob_correct[27,13]",1.00023
"eta[123,18]",1.00023
"y_rep[130,18]",1.00023
"eta[148,2]",1.00023
"prob_correct[66,17]",1.00023
"prob_correct[65,9]",1.00023
"eta[44,28]",1.00023
"prob_correct[58,11]",1.00023
"prob_correct[112,28]",1.00023
"prob_correct[114,10]",1.00023
"eta[21,25]",1.00023
"eta[190,26]",1.00023
"eta[200,8]",1.00023
"prob_correct[74,15]",1.00023
"prob_correct[121,24]",1.00023
theta[154],1.00023
"eta[106,2]",1.00023
"eta[36,8]",1.00023
"eta[98,13]",1.00023
"prob_correct[148,22]",1.00023
"eta[85,27]",1.00023
"eta[107,9]",1.00023
"eta[104,9]",1.00023
"prob_correct[71,27]",1.00023
"eta[177,17]",1.00023
"prob_correct[132,14]",1.00023
"prob_correct[157,21]",1.00023
"prob_correct[114,23]",1.00023
"eta[23,11]",1.00023
"eta[87,10]",1.00023
"eta[168,12]",1.00023
"y_rep[101,8]",1.00023
"eta[37,20]",1.00023
"eta[98,24]",1.00023
"y_rep[26,4]",1.00023
"prob_correct[4,13]",1.00023
"prob_correct[168,12]",1.00023
"eta[34,24]",1.00023
"prob_correct[200,8]",1.00023
"eta[175,21]",1.00023
"prob_correct[148,2]",1.00023
"eta[198,23]",1.00023
"y_rep[176,15]",1.00023
"prob_correct[126,18]",1.00023
"prob_correct[73,3]",1.00023
"eta[32,12]",1.00023
"eta[103,3]",1.00023
"prob_correct[59,12]",1.00023
"eta[192,5]",1.00023
"eta[21,17]",1.00023
"prob_correct[145,14]",1.00023
"eta[94,18]",1.00023
"eta[170,11]",1.00023
"eta[33,19]",1.00023
"eta[169,3]",1.00023
"y_rep[94,4]",1.00023
"prob_correct[134,15]",1.00023
"eta[94,26]",1.00023
"prob_correct[123,18]",1.00023
"eta[198,13]",1.00023
"eta[38,2]",1.00023
"prob_correct[59,8]",1.00023
"prob_correct[132,23]",1.00023
"y_rep[13,8]",1.00023
"prob_correct[124,24]",1.00023
"y_rep[160,21]",1.00023
"prob_correct[73,12]",1.00023
"prob_correct[113,2]",1.00023
"prob_correct[2,6]",1.00022
"y_rep[56,6]",1.00022
"prob_correct[157,17]",1.00022
"prob_correct[86,12]",1.00022
"eta[157,2]",1.00022
"prob_correct[188,8]",1.00022
"prob_correct[14,23]",1.00022
"prob_correct[81,9]",1.00022
"eta[53,20]",1.00022
"prob_correct[188,14]",1.00022
"prob_correct[97,4]",1.00022
"prob_correct[80,17]",1.00022
"eta[9,26]",1.00022
"prob_correct[53,20]",1.00022
"prob_correct[97,8]",1.00022
theta[161],1.00022
"y_rep[78,4]",1.00022
"prob_correct[66,19]",1.00022
"y_rep[151,4]",1.00022
"eta[10,6]",1.00022
"eta[157,17]",1.00022
"prob_correct[193,17]",1.00022
"eta[144,5]",1.00022
"prob_correct[150,28]",1.00022
"y_rep[107,22]",1.00022
"prob_correct[2,23]",1.00022
"eta[170,24]",1.00022
"eta[38,11]",1.00022
"eta[193,17]",1.00022
"y_rep[24,18]",1.00022
"eta[15,24]",1.00022
"eta[37,14]",1.00022
"prob_correct[2,17]",1.00022
"eta[194,17]",1.00022
"prob_correct[110,15]",1.00022
"prob_correct[15,24]",1.00022
"prob_correct[136,13]",1.00022
"prob_correct[157,2]",1.00022
"eta[43,20]",1.00022
"prob_correct[128,8]",1.00022
"y_rep[138,5]",1.00022
"eta[88,5]",1.00022
"prob_correct[22,8]",1.00022
"prob_correct[83,25]",1.00022
"eta[174,2]",1.00022
"prob_correct[21,18]",1.00022
"eta[81,9]",1.00022
"eta[118,10]",1.00022
"prob_correct[116,20]",1.00022
"prob_correct[82,13]",1.00022
"eta[150,28]",1.00022
"eta[22,8]",1.00022
"eta[116,20]",1.00022
"prob_correct[20,26]",1.00022
"y_rep[119,21]",1.00022
"y_rep[111,4]",1.00022
"eta[42,13]",1.00022
"eta[80,17]",1.00022
"prob_correct[170,24]",1.00022
"eta[117,18]",1.00022
"eta[174,26]",1.00022
"y_rep[47,20]",1.00022
"eta[14,23]",1.00022
"prob_correct[23,4]",1.00022
"prob_correct[133,4]",1.00022
"prob_correct[117,18]",1.00022
"y_rep[142,26]",1.00022
"prob_correct[182,2]",1.00022
"eta[146,14]",1.00022
"y_rep[158,19]",1.00022
